老陈央卫1,#genre#
 喜欢陪你唠嗑,https://live.ottiptv.cc/huya/29982621
 一起看看球,https://live.ottiptv.cc/huya/29982695
 向阳花,https://live.ottiptv.cc/huya/11602069
 我的宝贝baby,https://live.ottiptv.cc/huya/11352880
 击剑的爱好者,https://live.ottiptv.cc/huya/30080152
 港剧迷狂热,https://live.ottiptv.cc/huya/29465847
 飞天女警,https://live.ottiptv.cc/huya/11601958
 SMG胖月老,https://live.ottiptv.cc/huya/11352947
 是红鲤鱼绿鲤鱼与驴,https://live.ottiptv.cc/huya/21059561
 电影最TOP2,https://live.ottiptv.cc/huya/29982676
 AKIHITO,https://live.ottiptv.cc/huya/20985792
 人间眩法师,https://live.ottiptv.cc/huya/20985855
 崇礼燕平,https://live.ottiptv.cc/huya/29465862
 jk不烦恼,https://live.ottiptv.cc/huya/21059553
 藐姑檐户下,https://live.ottiptv.cc/huya/30080149
 TVB职场剧大全,https://live.ottiptv.cc/huya/23735153
 Time小时间,https://live.ottiptv.cc/huya/30080246
 LOL动画剧情解说,https://live.ottiptv.cc/huya/29982690
 田径精英在奔跑,https://live.ottiptv.cc/huya/29982660
 雪狐啸谷,https://live.ottiptv.cc/huya/30080251
 主播辣眼睛,https://live.ottiptv.cc/huya/11352915
 同心孙楚楼,https://live.ottiptv.cc/huya/29982658
 追剧大湾区,https://live.ottiptv.cc/huya/23735126
 星星影院,https://live.ottiptv.cc/huya/30957454
 阿斗归来了,https://live.ottiptv.cc/huya/13303478
 新橙記Orange丶,https://live.ottiptv.cc/huya/30590779
 悠悠爱电影,https://live.ottiptv.cc/huya/30611864
 婧婧丶,https://live.ottiptv.cc/huya/618917
 狂鸟丶信仰-90327,https://live.ottiptv.cc/huya/22680044
 提莫放映,https://live.ottiptv.cc/huya/30684784
 诚信安安,https://live.ottiptv.cc/huya/30985600
 孤鹰燕影,https://live.ottiptv.cc/huya/30204448
 薄情凉了城,https://live.ottiptv.cc/huya/30156310
 口口甜,https://live.ottiptv.cc/huya/25701671
 微竞-琴琴nice,https://live.ottiptv.cc/huya/913155
 齐鲁影视,https://live.ottiptv.cc/huya/29807061
 集梦-邯郸电影院,https://live.ottiptv.cc/huya/25132009
 Yi朵朵,https://live.ottiptv.cc/huya/30987504
 沫宝儿吖,https://live.ottiptv.cc/huya/30526426
 视觉、一颗菜,https://live.ottiptv.cc/huya/25154601
 斗破-萧炎,https://live.ottiptv.cc/huya/29863394
 萌萌小桃子,https://live.ottiptv.cc/huya/29807256
 陈翔六点半,https://live.ottiptv.cc/huya/11274154
 甜瓜不萌,https://live.ottiptv.cc/huya/30158546
 小桃猪猪,https://live.ottiptv.cc/huya/30527430
 Mz曼曼,https://live.ottiptv.cc/huya/25880243
 梦梦影视,https://live.ottiptv.cc/huya/25129377
 不染ctal,https://live.ottiptv.cc/huya/30595074
 来生,https://live.ottiptv.cc/huya/30867383
 沐希兔子,https://live.ottiptv.cc/huya/29835225
 艾莉,https://live.ottiptv.cc/huya/20969144
 几度维纳斯,https://live.ottiptv.cc/huya/30863133
 日落花想容,https://live.ottiptv.cc/huya/29981376
 小璐影视,https://live.ottiptv.cc/huya/30655127
 仙女鹿、,https://live.ottiptv.cc/huya/29835716
 婉晴ctde,https://live.ottiptv.cc/huya/30595139
 斗破-萧薰儿,https://live.ottiptv.cc/huya/29862625
 超甜呦、,https://live.ottiptv.cc/huya/30526458
 鹿儿影视,https://live.ottiptv.cc/huya/30986994
 来来奶一口,https://live.ottiptv.cc/huya/30978246
 Candy,https://live.ottiptv.cc/huya/25647513
 涂涂观影团,https://live.ottiptv.cc/huya/30513350
 江爽【好运来】,https://live.ottiptv.cc/huya/23796393
 盛世-琼华,https://live.ottiptv.cc/huya/25294111
 虎桥路关羽,https://live.ottiptv.cc/huya/30613314
 SJ-小美,https://live.ottiptv.cc/huya/30363727
 都爱看,https://live.ottiptv.cc/huya/26058097
 【炊烟大壮】,https://live.ottiptv.cc/huya/24782284
 婧丶,https://live.ottiptv.cc/huya/26298751
 贫困小张喜欢A锥,https://live.ottiptv.cc/huya/30656608
 游戏解说剪辑师,https://live.ottiptv.cc/huya/25679291
 虎牙观影厅,https://live.ottiptv.cc/huya/30273533
 影迷心公社,https://live.ottiptv.cc/huya/30522289
 飞燕剧场,https://live.ottiptv.cc/huya/30705109
 winccab,https://live.ottiptv.cc/huya/30650192
 念念有声,https://live.ottiptv.cc/huya/30454429
 HeungsamsFamily,https://live.ottiptv.cc/huya/29487319
 扁豆看电影,https://live.ottiptv.cc/huya/16028551
 我是图图很淘气,https://live.ottiptv.cc/huya/30080227
 天行豆豉,https://live.ottiptv.cc/huya/29877837
 相识不可缓也,https://live.ottiptv.cc/huya/30984527
 余小二哦,https://live.ottiptv.cc/huya/10279885
 不吃香菜丫丫,https://live.ottiptv.cc/huya/30612264
 狗哥吃火锅,https://live.ottiptv.cc/huya/17269326
 白色衬衫Q,https://live.ottiptv.cc/huya/30900623
 永别兵火里,https://live.ottiptv.cc/huya/30772632
 冰冰酱嘛,https://live.ottiptv.cc/huya/30650512
 狂鸟丶秋天l-90327,https://live.ottiptv.cc/huya/29976108
 大雅唯白发,https://live.ottiptv.cc/huya/30692769
 Muse小梅,https://live.ottiptv.cc/huya/30573410
 SJ-小周周,https://live.ottiptv.cc/huya/29768105
 錦瑟无故见松雪,https://live.ottiptv.cc/huya/26355840
 锤子动画,https://live.ottiptv.cc/huya/30649359
 SJ-辛稼轩,https://live.ottiptv.cc/huya/29528581
 影评专员,https://live.ottiptv.cc/huya/30311494
 冰冰想吃冰棒,https://live.ottiptv.cc/huya/30951578
 泥几袋呀,https://live.ottiptv.cc/huya/20902792
 止戈电影,https://live.ottiptv.cc/huya/19863777
 悸动,https://live.ottiptv.cc/huya/28272846
 电影最TOP,https://live.ottiptv.cc/huya/11774959
 唯倜得同行,https://live.ottiptv.cc/huya/30311525
 科幻梦工场,https://live.ottiptv.cc/huya/15152155
 芮橙说剧,https://live.ottiptv.cc/huya/30287258
 九思剧场,https://live.ottiptv.cc/huya/30569910
 HagnaChannel,https://live.ottiptv.cc/huya/24692390
 天雷鼓鼓说剧,https://live.ottiptv.cc/huya/30277823
 阿光影视,https://live.ottiptv.cc/huya/30292086
 拾光剧场,https://live.ottiptv.cc/huya/30539264
 柒柒酱嘛,https://live.ottiptv.cc/huya/30569095
 一哥爱解说,https://live.ottiptv.cc/huya/28806915
 小猫影视,https://live.ottiptv.cc/huya/30569079
 微视剧,https://live.ottiptv.cc/huya/30695300
 昵称违规-28xwJGuhtT,https://live.ottiptv.cc/huya/29812501
 奇思妙想8,https://live.ottiptv.cc/huya/30080192
 小小小尼琪N1Ki丶,https://live.ottiptv.cc/huya/30571777
 年年营,https://live.ottiptv.cc/huya/29580970
 细品红楼,https://live.ottiptv.cc/huya/30080181
 Mz-夏夏,https://live.ottiptv.cc/huya/314676
 非凡武林,https://live.ottiptv.cc/huya/21674665
 老歪陪你唠,https://live.ottiptv.cc/huya/30080164
 蠟筆小新、、,https://live.ottiptv.cc/huya/24587878
 击剑永不息,https://live.ottiptv.cc/huya/30080154
 S哥影视,https://live.ottiptv.cc/huya/24720260
 斌哥漫说,https://live.ottiptv.cc/huya/18632116
 亮哥讲电影,https://live.ottiptv.cc/huya/16144175
 南西视频,https://live.ottiptv.cc/huya/16913382
 影小渔,https://live.ottiptv.cc/huya/30296971
 DD-解说,https://live.ottiptv.cc/huya/25650806
 钟爱陶喆,https://live.ottiptv.cc/huya/30080186
 小迷糊,https://live.ottiptv.cc/huya/29580971
 家里有只小汤圆,https://live.ottiptv.cc/huya/28078466
 中国探月太空萌兔,https://live.ottiptv.cc/huya/23663418
 SJ-小玮,https://live.ottiptv.cc/huya/30328153
 发疯小丛品鉴甄学,https://live.ottiptv.cc/huya/30080163
 李小哇絮叨叨,https://live.ottiptv.cc/huya/18441722
 优优爱影视,https://live.ottiptv.cc/huya/30979550
 阿良说美剧,https://live.ottiptv.cc/huya/20488841
 打了个鱼,https://live.ottiptv.cc/huya/632982
 舍前棕,https://live.ottiptv.cc/huya/26355844
 泛爱心说剧,https://live.ottiptv.cc/huya/14734068
 雪布林,https://live.ottiptv.cc/huya/30311504
 哀是麦子的球迷,https://live.ottiptv.cc/huya/16162176
 月光下,https://live.ottiptv.cc/huya/20599549
 盛世-飞弟,https://live.ottiptv.cc/huya/13580879
 正恒YJ-脆皮小乳猪,https://live.ottiptv.cc/huya/27180162
 蒲公英电影,https://live.ottiptv.cc/huya/28806637
 竟日搔白首,https://live.ottiptv.cc/huya/30080197
 盛世-飞弟,https://live.ottiptv.cc/huya/13580879
 小丑讲电影,https://live.ottiptv.cc/huya/16857432
 三里红,https://live.ottiptv.cc/huya/29551429
 西西姐姐,https://live.ottiptv.cc/huya/29581116
 重庆火锅青岚黄麻鸡,https://live.ottiptv.cc/huya/30342855
 西部影坛,https://live.ottiptv.cc/huya/30311497
 依依妹妹在等你,https://live.ottiptv.cc/huya/138531
 小金很大,https://live.ottiptv.cc/huya/30307351
 港剧大放送,https://live.ottiptv.cc/huya/23903106
 糊了的胡萝卜,https://live.ottiptv.cc/huya/25725150
 欧巴宋仲基,https://live.ottiptv.cc/huya/23829474
 力哥影視,https://live.ottiptv.cc/huya/23419131
 惜春剧场,https://live.ottiptv.cc/huya/30539411
 大象放映室,https://live.ottiptv.cc/huya/21277391
 乔我说动漫频道,https://live.ottiptv.cc/huya/17941367
 野行者,https://live.ottiptv.cc/huya/20072663
 越哥说电影,https://live.ottiptv.cc/huya/15894162
 庄升秋,https://live.ottiptv.cc/huya/29581262
 辟哥影视,https://live.ottiptv.cc/huya/27653235
 泱泱看剧,https://live.ottiptv.cc/huya/30373462
 就有芦芽短,https://live.ottiptv.cc/huya/29982612
 星光璀璨照夜阑,https://live.ottiptv.cc/huya/30080211
 音乐小石榴,https://live.ottiptv.cc/huya/17091681
 君陌观影,https://live.ottiptv.cc/huya/29420446
 惊奇小剧场,https://live.ottiptv.cc/huya/30373013
 YeShi小哥,https://live.ottiptv.cc/huya/14363949
 幻海航行,https://live.ottiptv.cc/huya/17105786
 荒野求生影探,https://live.ottiptv.cc/huya/28556708
 荒爷求生007,https://live.ottiptv.cc/huya/29468771
 老P仔动漫,https://live.ottiptv.cc/huya/26510802
 大神影视,https://live.ottiptv.cc/huya/30297011
 夏日么么茶,https://live.ottiptv.cc/huya/17455040
 乔我说游戏频道,https://live.ottiptv.cc/huya/17943364
 吾聊电影,https://live.ottiptv.cc/huya/16424416
 荒野求生影视,https://live.ottiptv.cc/huya/24766781
 萬里洋洋者矣,https://live.ottiptv.cc/huya/26355836
 大鱼爱路飞,https://live.ottiptv.cc/huya/25818873
 咔咔一顿玩,https://live.ottiptv.cc/huya/30824456
 燃电时代,https://live.ottiptv.cc/huya/15824466
 小丰爱追剧,https://live.ottiptv.cc/huya/30439802
 虎虎剧社呀,https://live.ottiptv.cc/huya/29831106
 雨满小满天,https://live.ottiptv.cc/huya/30080214
 影视插班生,https://live.ottiptv.cc/huya/29882513
 杰克动漫,https://live.ottiptv.cc/huya/19757963
 猫眼下的鱼,https://live.ottiptv.cc/huya/20236200
 诡计腰柳中空,https://live.ottiptv.cc/huya/30307341
 君子杉,https://live.ottiptv.cc/huya/15321830
 狼肉-影视故事,https://live.ottiptv.cc/huya/30375709
 小川侃电影,https://live.ottiptv.cc/huya/15870999
 大聪明和魏乐乐影院,https://live.ottiptv.cc/huya/23304691
 Big笑工坊,https://live.ottiptv.cc/huya/14776702
 日落丶星屑,https://live.ottiptv.cc/huya/21059615
 酱婶儿电影,https://live.ottiptv.cc/huya/24396474
 情思说剧,https://live.ottiptv.cc/huya/29870731
 喜仔的世界,https://live.ottiptv.cc/huya/17098448
 楚门聊电影,https://live.ottiptv.cc/huya/16507906
 硬汉影探,https://live.ottiptv.cc/huya/24614407
 驿外空庭得,https://live.ottiptv.cc/huya/30373502
 丹如雪,https://live.ottiptv.cc/huya/30974902
 老微讲故事,https://live.ottiptv.cc/huya/27693540
 良少聊漫威,https://live.ottiptv.cc/huya/25523725
 如来解说,https://live.ottiptv.cc/huya/29856678
 小东北侃大片,https://live.ottiptv.cc/huya/23110321
 剧能说,https://live.ottiptv.cc/huya/30298490
 五哥观影团,https://live.ottiptv.cc/huya/30307366
 A皮皮,https://live.ottiptv.cc/huya/30375641
 艾迷追剧,https://live.ottiptv.cc/huya/30296786
 光光电影,https://live.ottiptv.cc/huya/29399457
 木子电影V,https://live.ottiptv.cc/huya/27314057
 我是一颗小虎牙,https://live.ottiptv.cc/huya/30363935
 陈年三百零六斤,https://live.ottiptv.cc/huya/17259151
 救赎电影,https://live.ottiptv.cc/huya/29833341
 拳满天下,https://live.ottiptv.cc/huya/18152427
 周扒片,https://live.ottiptv.cc/huya/29340506
 宇宙无敌韩三金,https://live.ottiptv.cc/huya/15494057
 鑫鑫影视,https://live.ottiptv.cc/huya/30439676
 东方先生i,https://live.ottiptv.cc/huya/24396323
 三哥说武侠,https://live.ottiptv.cc/huya/29834817
 山石说电影,https://live.ottiptv.cc/huya/29858128
 爆有料综艺,https://live.ottiptv.cc/huya/27695407
 鱼丸说电影,https://live.ottiptv.cc/huya/16615910
 小宋追剧,https://live.ottiptv.cc/huya/30310419
 大漠讲电影,https://live.ottiptv.cc/huya/30301298
 欣姐说剧,https://live.ottiptv.cc/huya/28021302
 小马追剧,https://live.ottiptv.cc/huya/30310431
 张小宾电影,https://live.ottiptv.cc/huya/29862176
 正恒YJ-猫猫酱,https://live.ottiptv.cc/huya/21509833
 hihiji,https://live.ottiptv.cc/huya/24982176
 玩个机枪,https://live.ottiptv.cc/huya/30356003
 君知钩看了,https://live.ottiptv.cc/huya/30307439
 呆呆的动画,https://live.ottiptv.cc/huya/29837259
 猫丸酱影视,https://live.ottiptv.cc/huya/26999674



 
老陈综合,#genre#
苏州4k频道超,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4k频道超,https://event.pull.hebtv.com:443/live/live101.m3u8
第一滴血全集,https://mursor.ottiptv.cc/yy/1354932355
速度与激情集,https://mursor.ottiptv.cc/yy/1382736911
雪中悍刀行剧,http://cfss.cc/cdn/hy/11336592.m3u8
庆余年一轮播,http://cfss.cc/cdn/hy/11352960.m3u8
庆余年二轮播,http://cfss.cc/cdn/hy/23740156.m3u8
美剧解说轮播,http://lxajh.top/tv/douyu.php?id=9643264
经典美剧解说,http://lxajh.top/tv/douyu.php?id=9123570
96笑傲江湖粤,http://lxajh.top/tv/douyu.php?id=8912325
83射雕英雄传,https://mursor.ottiptv.cc/yy/1354210357
95神雕侠侣粤,https://mursor.ottiptv.cc/yy/1354926637
87经典红楼梦,https://mursor.ottiptv.cc/yy/1382745084
新白娘子轮播,https://mursor.ottiptv.cc/yy/1354930969
仙剑奇侠传剧,https://mursor.ottiptv.cc/yy/1382749903
花千骨电视剧,https://mursor.ottiptv.cc/yy/1354943110
鹊刀门传奇剧,https://mursor.ottiptv.cc/yy/1355344777
传闻中的芊芊,http://cfss.cc/cdn/hy/21059608.m3u8
如懿传电视剧,http://cfss.cc/cdn/hy/29465868.m3u8
芈月传电视剧,http://cfss.cc/cdn/hy/11352975.m3u8
延禧攻略轮播,http://cfss.cc/cdn/hy/26355864.m3u8
与凤行电视剧,http://cfss.cc/cdn/hy/26355866.m3u8
柳舟记电视剧,http://cfss.cc/cdn/hy/23860039.m3u8
开端电视轮播,http://cfss.cc/cdn/hy/11342397.m3u8
我爱男保姆播,http://cfss.cc/cdn/hy/29581262.m3u8
欢乐颂电视剧,http://lxajh.top/tv/douyu.php?id=3756989
好先生电视剧,http://lxajh.top/tv/douyu.php?id=9650792
我的体育老师,https://mursor.ottiptv.cc/yy/1382745169
如果岁月轮播,https://mursor.ottiptv.cc/yy/1382736883
流金岁月轮播,https://mursor.ottiptv.cc/yy/1382749906
我的前半生剧,https://mursor.ottiptv.cc/yy/1382735564
伪装者电视剧,https://mursor.ottiptv.cc/yy/1354936244
火蓝刀锋轮播,https://mursor.ottiptv.cc/yy/1382737892
二炮手电视剧,https://mursor.ottiptv.cc/yy/1354930964
炮神电视轮播,https://mursor.ottiptv.cc/yy/22089862
风筝电视轮播,https://mursor.ottiptv.cc/yy/1354931585
渗透电视轮播,http://cfss.cc/cdn/hy/30080244.m3u8
亮剑电视轮播,http://cfss.cc/cdn/hy/30080238.m3u8
雪豹电视轮播,http://cfss.cc/cdn/hy/29580970.m3u8
武林外传轮播,https://mursor.ottiptv.cc/yy/1355652820
科幻Fans轮播,http://lxajh.top/tv/douyu.php?id=3508304
科幻解说轮播,http://lxajh.top/tv/douyu.php?id=9338839
科幻梦工场播,http://cfss.cc/cdn/hy/15152155.m3u8
脱口秀大会肆,http://cfss.cc/cdn/hy/30080243.m3u8
脱口秀大会伍,http://cfss.cc/cdn/hy/11352875.m3u8
娱乐扒叔轮播,http://lxajh.top/tv/douyu.php?id=9624581
粤语剧集轮播,http://lxajh.top/tv/douyu.php?id=10338873
粤语综艺轮播,http://lxajh.top/tv/douyu.php?id=7919720
粤语星爷电影,http://cfss.cc/cdn/hy/11336587.m3u8
粤语版电影一,http://lxajh.top/tv/douyu.php?id=5033502
粤语版电影二,http://lxajh.top/tv/douyu.php?id=6566671
粤语版电影三,http://lxajh.top/tv/douyu.php?id=1226741
星空卫视频道,http://171.213.220.107:8800/rtp/239.93.0.156:2193
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.94:8012%24%E5%B1%B1%E8%A5%BFuni2+
家庭影院频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
影迷电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.93:8004%24%E5%B1%B1%E8%A5%BFuni2+
动作电影频道,http://118.249.22.148:8989/rtp/239.76.252.243:9000
家庭影院频道,http://118.249.22.148:8989/rtp/239.76.252.241:9000
影迷电影频道,http://118.249.22.148:8989/rtp/239.76.252.242:9000
重温经典频道,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
经典港剧频视,http://lxajh.top/tv/douyu.php?id=9548850
经典武侠频视,http://lxajh.top/tv/douyu.php?id=338759
邵氏影院频视,http://lxajh.top/tv/douyu.php?id=4246519
檬檬功夫频视,http://lxajh.top/tv/douyu.php?id=9838414
熊猫功夫频视,http://data.3g.yy.com/live/hls/1507716299/1507716299




老陈戏曲,#genre#
曲剧《桑林收子》,http://gcw.bdcdn.shoujiduoduo.com/v/190617/2282c7e70fc99fe1e7e065e32b1ab2b9.mp4
曲剧《四郎探母》,http://gcw.bdcdn.shoujiduoduo.com/v/191208/1aef74e8889ab9199f60927ac66b0885.mp4
曲剧《四郎探母》,http://gcw.bdcdn.shoujiduoduo.com/v/190218/c981286b5772c5c5351b202973680264.mp4
曲剧《背靴访帅》,http://gcw.bdcdn.shoujiduoduo.com/v/200831/2d7d5874b132f83b8f6d7c2e24ee3cdf.mp4
曲剧《李豁子做梦》,http://gcw.bdcdn.shoujiduoduo.com/v/191208/d1a3c9f90719f7eebdafd964b7bcb8f8.mp4
曲剧《刘公案》,http://gcw.bdcdn.shoujiduoduo.com/v/190429/2ef6445a1215cf06049cac61d72f201e.mp4
曲剧《风雪配》,http://gcw.bdcdn.shoujiduoduo.com/v/190702/3e371e8c94d2e1070319298ce2f9c2b7.mp4
名家演唱会,http://gcw.bdcdn.shoujiduoduo.com/v/190710/acb4c10132c1db9122b9fc1d9bb662e1.mp4
曲剧《十八哭》,http://gcw.bdcdn.shoujiduoduo.com/v/190304/7dc7811188639217fb8299804021325f.mp4
曲剧《王华买爹》,http://gcw.bdcdn.shoujiduoduo.com/v/190902/19ce2ae8133857ae7ffc2dbe0c674a3b.mp4
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190404/fe8abd72959145ed7ca5b56342849b89.mp4
曲剧《卷席筒》,http://gcw.bdcdn.shoujiduoduo.com/v/190527/315a044c2b9cf3a17e2b37ef09e21cd5.mp4
曲剧小段,http://gcw.bdcdn.shoujiduoduo.com/v/190513/4a77c50ae75a653dfbf5396f45c592e3.mp4
曲剧【借簪子】全场,http://gcw.bdcdn.shoujiduoduo.com/v/190428/002d8daebc70bfbe6e809d28b55084af.mp4
曲剧《荆钗记》,http://gcw.bdcdn.shoujiduoduo.com/v/190706/f24473d42d884882617f29ab1157b8ab.mp4
曲剧《五福临门》【全场】,http://gcw.bdcdn.shoujiduoduo.com/v/200302/3b18c2c8f578035387fc737d88dd8f9e.mp4
曲剧《李豁子》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201105/3e869cb57c096666978b871997e1781e.mp4
曲剧全集《惊蛰》上集,http://gcw.bdcdn.shoujiduoduo.com/v/201105/8fb403bfce72a9ae63ec389b5c756092.mp4
曲剧,http://gcw.bdcdn.shoujiduoduo.com/v/190419/9e086a2c7ef700f51bb480e522a947ae.mp4
曲剧《李豁子说媒》_超清,http://gcw.bdcdn.shoujiduoduo.com/v/190325/3635fa4901fb8f63a26cf623a9c3c549.mp4
曲剧《武家坡》全场,http://gcw.bdcdn.shoujiduoduo.com/v/191207/d25810bf3aa56d64dcfa0722c0682570.mp4
曲剧《卷席筒》海连池、刘兰玉、马二章(79年舞台版),http://gcw.bdcdn.shoujiduoduo.com/v/190501/effda381decab3a9da4e1d8090de384a.mp4
曲剧《李豁子离婚》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201115/66568433507300287649a7579cfe59d0.mp4
曲剧【赵氏孤儿】全场,http://gcw.bdcdn.shoujiduoduo.com/v/190325/870b319c7c76d1454305c961de3193d7.mp4
曲剧《龙情》,http://gcw.bdcdn.shoujiduoduo.com/v/190213/83b5aee6b0ae5ea6e0951c9169838997.mp4
曲剧《哑女告状》完整版,http://gcw.bdcdn.shoujiduoduo.com/v/200608/7fcc1b27a03acfbf1b7b8379370387fa.mp4
曲剧《卷席筒》选段,http://gcw.bdcdn.shoujiduoduo.com/v/200618/f72a7218b1eded2f2b7bf043176f92a7.mp4
曲剧《铡赵王》,http://gcw.bdcdn.shoujiduoduo.com/v/190924/93b9d37f2c7420477a1b082c77a06220.mp4
曲剧名家李亚军、刘艳丽曲剧《寇准背靴》小花园送饭选段！,http://gcw.bdcdn.shoujiduoduo.com/v/200331/c24282ad8c68477224055f19d324b30e.mp4
张新芳——曲剧《陈三两》：陈三两迈步上公庭,http://gcw.bdcdn.shoujiduoduo.com/v/210118/6c7200369ec769f15448231b47e8bab3.mp4
曲剧《秦香莲挂帅》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/98131f0938de177cb3ffbe7aa49f6632.mp4
曲剧海连池曲剧团《郭威反朝》03,http://gcw.bdcdn.shoujiduoduo.com/v/190225/9fbb0cb5e5338b29f6d9946fd7051adb.mp4
曲剧《刘全进瓜》,http://gcw.bdcdn.shoujiduoduo.com/v/190920/bd1f1d3a930f50f5ffbed6792da7865a.mp4
曲剧《楚山宝》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/1ade9113a8bcc9385cc6e9df9871a27e.mp4
曲剧《刘公案》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201026/22e51c748600e5e42bc5a138c62c5160.mp4
曲剧下朝来一边走一边长叹李天方,http://gcw.bdcdn.shoujiduoduo.com/v/190718/664cfdec0eb7ae39b7ff5c3daab7729c.mp4
曲剧《风雪配》选段,http://gcw.bdcdn.shoujiduoduo.com/v/190404/59e91848a56166a30a275089daf59b9a.mp4
曲剧《风雪配》选段,http://gcw.bdcdn.shoujiduoduo.com/v/190315/5d17a97a41c3debe8551adc2928b1ed8.mp4
乔华云演唱曲剧《王小赶脚》选场,http://gcw.bdcdn.shoujiduoduo.com/v/190524/74c592424d50fd8dda66f52b9b30a650.mp4
教闺女,http://gcw.bdcdn.shoujiduoduo.com/v/210127/870fd252bad1a37fbbc7f19196b2e9cf.mp4
河南曲剧《四郎探母》【探母一折】,http://gcw.bdcdn.shoujiduoduo.com/v/190505/a7900e9cbc6b71e46d7a1a895b103033.mp4
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190218/94ace5d3a1f02e68621b32b0b3477b9f.mp4
曲剧《秦香莲》方素珍、侯庆祥、李春景河南省曲剧团,http://gcw.bdcdn.shoujiduoduo.com/v/190907/9de92127ec2567101234d761b31c1a66.mp4
马骐版河南曲剧《背靴访帅》姜还是老的辣!,http://gcw.bdcdn.shoujiduoduo.com/v/200919/906b70f4cd6f3ad139a2d4986cc48a78.mp4
曲剧：刘垒、郭晓晓、郭艺芳《吴汉杀妻》内录音（洛阳市新安县曲剧团）,http://gcw.bdcdn.shoujiduoduo.com/v/190213/bccccb0837a838d9996b9fae89e4d493.mp4
中原名丑张晓英曲剧《老两口玩浪漫》真搞笑！,http://gcw.bdcdn.shoujiduoduo.com/v/190330/4f21f789c48f1c4a9c739e26056a65af.mp4
曲剧海连池《卷席筒》大老爷你稳坐在察院,http://gcw.bdcdn.shoujiduoduo.com/v/190511/4951d7d9e0b1a93c4fa696f45d5ac664.mp4
曲剧《柜中缘》,http://gcw.bdcdn.shoujiduoduo.com/v/190224/a43970035d5ea22b1d9e0e7b60415bd4.mp4
曲剧《包公辞朝》怒打王强马遂合演唱,http://gcw.bdcdn.shoujiduoduo.com/v/191207/e3686f25f7c417454dbd2be4d0fbc87b.mp4
秦芳欣表演,http://gcw.bdcdn.shoujiduoduo.com/v/190613/1b015c533e065640f025f440158384ae.mp4
曲剧_陈三两(孔素红)陈三两漫步上公庭,http://gcw.bdcdn.shoujiduoduo.com/v/190710/916c9cf23da02dfea6e1bc13dd328bf6.mp4
海连池曲剧《卷席筒》经典选段：小仓娃跪大堂诉冤枉,http://gcw.bdcdn.shoujiduoduo.com/v/190223/09e4765a1fdf115854f683e7fa863377.mp4
十冬腊月天你不该拿着那芦花当丝棉,http://gcw.bdcdn.shoujiduoduo.com/v/190519/46d622ba7c7985c5e8045be5a1975188.mp4
李天方夫妇演唱曲剧《苍娃找爹》就,http://gcw.bdcdn.shoujiduoduo.com/v/190624/0a20f9fccd7449afab722eed0ef0eedf.mp4
曲剧名家胡希华曲剧《李豁子我遭了啥罪》,http://gcw.bdcdn.shoujiduoduo.com/v/190711/123d9450d12ba8ac814e5842c1463256.mp4
“小仓娃我离了登封小县”选段曲剧《卷席筒》杨学,http://gcw.bdcdn.shoujiduoduo.com/v/190602/8b28dec624f172d186f11fc7290c48ff.mp4
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190714/79f329b25bd56d24d99d64c49da7ca84.mp4
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190926/edde31e6fcbc72a7ef2203b9b9cad3a0.mp4
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/191003/1dacb6c7907dae26e14d1043cdcc8800.mp4
不愧是戏曲上的不倒翁,http://gcw.bdcdn.shoujiduoduo.com/v/190617/d37e4e0a63b5cfd4ec0c05edb64351e4.mp4
(曲剧【秦香莲】全场●河南省曲剧团●★mp4,http://gcw.bdcdn.shoujiduoduo.com/v/190318/114d1ca4f536bc0b172ceb9ddb07eb36.mp4
李天方演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190609/6690ac91bca405dca8cada0ced8b054d.mp4
